Index,Title_x,ID,Rating,Release Year,Duration,Cleaned_Title,Title_y,BoxOfficeMojo_Link,Title,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
3125,3050. The Inbetweeners 2,tt3097204,6.4,PG-13,1h 36m,The Inbetweeners 2,3050. The Inbetweeners 2,https://www.boxofficemojo.com/title/tt3097204/,The Inbetweeners 2 (2014),"$63,852,235",–,"$63,852,235",Damon Beesley,"Simon Bird (Will McKenzie), James Buckley (Jay Cartwright), Blake Harrison (Neil Sutherland), Joe Thomas (Simon Cooper)"
3126,3051. Thoroughbreds,tt5649108,6.6,2022,1h 32m,Thoroughbreds,3051. Thoroughbreds,https://www.boxofficemojo.com/title/tt5649108/,Thoroughbreds (2017),"$3,187,255","$3,072,605","$114,650",Cory Finley,"Olivia Cooke (Amanda), Anya Taylor-Joy (Lily), Anton Yelchin (Tim), Paul Sparks (Mark)"
3127,3052. Cradle 2 the Grave,tt0306685,5.8,2h 22m,1h 41m,Cradle 2 the Grave,3052. Cradle 2 the Grave,https://www.boxofficemojo.com/title/tt0306685/,Cradle 2 the Grave (2003),"$56,489,558","$34,712,347","$21,777,211",Andrzej Bartkowiak,"Jet Li (Su), DMX (Anthony Fait), Mark Dacascos (Ling), Anthony Anderson (Tommy)"
3128,3053. The Smurfs 2,tt2017020,5.3,PG-13,1h 45m,The Smurfs 2,3053. The Smurfs 2,https://www.boxofficemojo.com/title/tt2017020/,The Smurfs 2 (2013),"$347,545,360","$71,017,784","$276,527,576",Raja Gosnell,"Neil Patrick Harris (Patrick), Jayma Mays (Grace), Katy Perry (Smurfette), Hank Azaria (Gargamel)"
3129,3054. Big Momma's House 2,tt0421729,4.8,2022,1h 39m,Big Momma's House 2,3054. Big Momma's House 2,https://www.boxofficemojo.com/title/tt0421729/,Big Momma's House 2 (2006),"$141,522,961","$70,165,972","$71,356,989",John Whitesell,"Martin Lawrence (Malcolm/Big Momma), Emily Procter (Leah Fuller), Nia Long (Sherri), Zachary Levi (Kevin)"
3130,3055. Drishyam 2,tt15501640,8.2,2h 39m,2h 20m,Drishyam 2,3055. Drishyam 2,https://www.boxofficemojo.com/title/tt15501640/,Drishyam 2 (2022),"$2,973,347",–,"$2,973,347",Abhishek Pathak,"Ajay Devgn (Vijay Salgaonkar), Akshaye Khanna (IGP Tarun Ahlawat), Tabu (Meera Deshmukh), Shriya Saran (Nandini Salgaonkar)"
3131,3055. Drishyam 2,tt15501640,8.2,2h 39m,2h 20m,Drishyam 2,3055. Drishyam 2,https://www.boxofficemojo.com/title/tt15501640/,Drishyam 2 (2021),"$3,841",–,"$3,841",Jeethu Joseph,"Mohanlal (Georgekutty), Meena (Rani), Ansiba (Anju), Esther Anil (Anu)"
3132,3056. The Choice,tt3797868,6.5,PG-13,1h 51m,The Choice,3056. The Choice,https://www.boxofficemojo.com/title/tt3797868/,The Choice (2016),"$23,079,932","$18,730,891","$4,349,041",Ross Katz,"Benjamin Walker (Travis), Teresa Palmer (Gabby), Alexandra Daddario (Monica), Maggie Grace (Steph)"
3133,"3057. Alexander and the Terrible, Horrible, No Good, Very Bad Day",tt1698641,6.2,2007,1h 21m,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","3057. Alexander and the Terrible, Horrible, No Good, Very Bad Day",https://www.boxofficemojo.com/title/tt1698641/,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)","$100,654,149","$66,954,149","$33,700,000",Miguel Arteta,"Steve Carell (Ben Cooper), Jennifer Garner (Kelly Cooper), Ed Oxenbould (Alexander Cooper), Dylan Minnette (Anthony Cooper)"
3134,3058. The Wrong Missy,tt9619798,5.8,1h 36m,1h 30m,The Wrong Missy,3058. The Wrong Missy,https://www.boxofficemojo.com/title/tt9619798/,The Wrong Missy (2020),–,–,–,Tyler Spindel,"David Spade (Tim Morris), Lauren Lapkus (Missy), Nick Swardson (Nate), Geoff Pierson (Jack Winstone)"
3135,3059. My Best Friend's Girl,tt1046163,5.8,PG,1h 41m,My Best Friend's Girl,3059. My Best Friend's Girl,https://www.boxofficemojo.com/title/tt1046163/,My Best Friend's Girl (2008),"$41,624,687","$19,219,250","$22,405,437",Howard Deutch,"Kate Hudson (Alexis), Dane Cook (Tank), Jason Biggs (Dustin), Alec Baldwin (Professor Turner)"
3136,3060. The Lazarus Effect,tt2918436,5.2,2004,1h 23m,The Lazarus Effect,3060. The Lazarus Effect,https://www.boxofficemojo.com/title/tt2918436/,The Lazarus Effect (2015),"$38,356,892","$25,801,570","$12,555,322",David Gelb,"Olivia Wilde (Zoe), Mark Duplass (Frank), Evan Peters (Clay), Sarah Bolger (Eva)"
3137,3061. Land of Mine,tt3841424,7.8,2h 55m,1h 40m,Land of Mine,3061. Land of Mine,https://www.boxofficemojo.com/title/tt3841424/,Land of Mine (2015),"$3,169,553","$435,266","$2,734,287",Martin Zandvliet,"Roland Møller (Sgt. Carl Rasmussen), Louis Hofmann (Sebastian Schumann), Joel Basman (Helmut Morbach), Mikkel Boe Følsgaard (Lt. Ebbe Jensen)"
3138,3062. 1: Nenokkadine,tt2375559,8.0,R,2h 50m,1: Nenokkadine,3062. 1: Nenokkadine,https://www.boxofficemojo.com/title/tt2375559/,1: Nenokkadine (2014),–,–,–,Sukumar,"Mahesh Babu (Gautham), Kriti Sanon (Sameera), Nassar (Chandrashekar's friend), Pradeep Singh Rawat (Taxi Driver)"
3139,3063. When Evil Lurks,tt16300962,6.9,2017,1h 39m,When Evil Lurks,3063. When Evil Lurks,https://www.boxofficemojo.com/title/tt16300962/,When Evil Lurks (2023),"$2,090,252","$546,626","$1,543,626",Demián Rugna,"Ezequiel Rodríguez (Pedro), Demián Salomón (Jimi), Silvina Sabater (Mirtha), Luis Ziembrowski (Ruiz)"
3140,3064. Gone,tt1838544,5.9,1h 44m,1h 34m,Gone,3064. Gone,https://www.boxofficemojo.com/title/tt1838544/,Gone (2012),"$19,767,535","$11,682,205","$8,085,330",Heitor Dhalia,"Amanda Seyfried (Jill), Jennifer Carpenter (Sharon Ames), Wes Bentley (Peter Hood), Daniel Sunjata (Powers)"
3141,3065. The Expendables 4,tt3291150,4.8,PG,1h 43m,The Expendables 4,3065. The Expendables 4,https://www.boxofficemojo.com/title/tt3291150/,The Expendables 4 (2023),"$37,917,985","$16,710,153","$21,207,832",Scott Waugh,"Jason Statham (Christmas), 50 Cent (Easy Day), Megan Fox (Gina), Dolph Lundgren (Gunner)"
3142,3066. The Stanford Prison Experiment,tt0420293,6.8,2011,2h 2m,The Stanford Prison Experiment,3066. The Stanford Prison Experiment,https://www.boxofficemojo.com/title/tt0420293/,The Stanford Prison Experiment (2015),"$663,114","$660,561","$2,553",Kyle Patrick Alvarez,"Ezra Miller (Daniel Culp/8612), Tye Sheridan (Peter Mitchell/819), Billy Crudup (Dr. Philip Zimbardo), Olivia Thirlby (Dr. Christina Maslach)"
3143,3067. Would You Rather,tt1999995,5.7,1h 50m,1h 33m,Would You Rather,3067. Would You Rather,https://www.boxofficemojo.com/title/tt1999995/,Would You Rather (2012),–,–,–,David Guy Levy,"Brittany Snow (Iris), June Squibb (Linda), Jeffrey Combs (Shepard Lambrick), Jonny Coyne (Bevans)"
3144,3068. Morgan,tt4520364,5.8,R,1h 32m,Morgan,3068. Morgan,https://www.boxofficemojo.com/title/tt4520364/,Morgan (2016),"$8,809,407","$3,915,251","$4,894,156",Luke Scott,"Kate Mara (Lee Weathers), Anya Taylor-Joy (Morgan), Rose Leslie (Dr. Amy Menser), Michael Yare (Ted Brenner)"
3145,3069. Stolen,tt1656186,5.5,2008,1h 36m,Stolen,3069. Stolen,https://www.boxofficemojo.com/title/tt1656186/,Stolen (2012),"$17,415,418","$304,318","$17,111,100",Simon West,"Nicolas Cage (Will Montgomery), Malin Akerman (Riley Jeffers), Josh Lucas (Vincent), Danny Huston (Tim Harlend)"
3146,3070. Conviction,tt1244754,7.2,1h 51m,1h 47m,Conviction,3070. Conviction,https://www.boxofficemojo.com/title/tt1244754/,Conviction (2010),"$11,104,555","$6,783,129","$4,321,426",Tony Goldwyn,"Hilary Swank (Betty Anne Waters), Sam Rockwell (Kenny Waters), Melissa Leo (Nancy Taylor), Thomas D. Mahard (Law Professor)"
3147,3071. Night School,tt6781982,5.6,PG-13,1h 51m,Night School,3071. Night School,https://www.boxofficemojo.com/title/tt6781982/,Night School (2018),"$103,105,878","$77,339,130","$25,766,748",Malcolm D. Lee,"Kevin Hart (Teddy), Tiffany Haddish (Carrie), Rob Riggle (Mackenzie), Romany Malco (Jaylen)"
3148,3072. DOA: Dead or Alive,tt0398913,4.8,2004,1h 27m,DOA: Dead or Alive,3072. DOA: Dead or Alive,https://www.boxofficemojo.com/title/tt0398913/,DOA: Dead or Alive (2006),"$7,563,325","$480,813","$7,082,512",Corey Yuen,"Jaime Pressly (Tina Armstrong), Devon Aoki (Kasumi), Sarah Carter (Helena Douglas), Holly Valance (Christie Allen)"
3149,3073. The Boy Next Door,tt3181822,4.7,2h 6m,1h 31m,The Boy Next Door,3073. The Boy Next Door,https://www.boxofficemojo.com/title/tt3181822/,The Boy Next Door (2015),"$52,425,855","$35,423,380","$17,002,475",Rob Cohen,"Jennifer Lopez (Claire Peterson), Ryan Guzman (Noah Sandborn), Kristin Chenoweth (Vicky Lansing), John Corbett (Garrett Peterson)"
3150,3074. Kill List,tt1788391,6.4,PG-13,1h 35m,Kill List,3074. Kill List,https://www.boxofficemojo.com/title/tt1788391/,Kill List (2011),"$452,155","$29,063","$421,212",Ben Wheatley,"Neil Maskell (Jay), MyAnna Buring (Shel), Harry Simpson (Sam), Michael Smiley (Gal)"
3151,3075. The Matador,tt0365485,6.7,2023,1h 36m,The Matador,3075. The Matador,https://www.boxofficemojo.com/title/tt0365485/,The Matador (2005),"$17,356,268","$12,594,698","$4,761,570",Richard Shepard,"Pierce Brosnan (Julian Noble), Greg Kinnear (Danny Wright), Hope Davis (Carolyn 'Bean' Wright), Arlin Miller (Radio DJ)"
3152,3076. Pathfinder,tt0446013,5.4,2h 13m,1h 39m,Pathfinder,3076. Pathfinder,https://www.boxofficemojo.com/title/tt0446013/,Pathfinder (2007),"$30,984,583","$10,232,081","$20,752,502",Marcus Nispel,"Karl Urban (Ghost), Clancy Brown (Gunnar), Moon Bloodgood (Starfire), Russell Means (Pathfinder)"
3153,3077. District 13: Ultimatum,tt1247640,6.5,R,1h 41m,District 13: Ultimatum,3077. District 13: Ultimatum,https://www.boxofficemojo.com/title/tt1247640/,District 13: Ultimatum (2009),"$14,103,752","$36,136","$14,067,616",Patrick Alessandrin,"Cyril Raffaelli (Capt. Damien Tomaso), David Belle (Leïto), Philippe Torreton (Le président de la République), Daniel Duval (Walter Gassman)"
3154,3078. Byzantium,tt1531901,6.5,2023,1h 58m,Byzantium,3078. Byzantium,https://www.boxofficemojo.com/title/tt1531901/,Byzantium (2012),"$828,284","$89,237","$739,047",Neil Jordan,"Saoirse Ronan (Eleanor), Gemma Arterton (Clara), Sam Riley (Darvell), Caleb Landry Jones (Frank)"
3155,3079. Proof,tt0377107,6.7,1h 51m,1h 40m,Proof,3079. Proof,https://www.boxofficemojo.com/title/tt0377107/,Proof (2005),"$14,189,860","$7,535,331","$6,654,529",John Madden,"Gwyneth Paltrow (Catherine), Anthony Hopkins (Robert), Hope Davis (Claire), Jake Gyllenhaal (Hal)"
3156,3080. Serenity,tt6476140,5.4,R,1h 46m,Serenity,3080. Serenity,https://www.boxofficemojo.com/title/tt6476140/,Serenity (2005),"$40,445,129","$25,514,517","$14,930,612",Joss Whedon,"Nathan Fillion (Mal), Gina Torres (Zoë), Chiwetel Ejiofor (The Operative), Alan Tudyk (Wash)"
3157,3080. Serenity,tt6476140,5.4,R,1h 46m,Serenity,3080. Serenity,https://www.boxofficemojo.com/title/tt6476140/,Serenity (2019),"$14,454,622","$8,547,045","$5,907,577",Steven Knight,"Matthew McConaughey (Baker Dill), Anne Hathaway (Karen Zariakas), Diane Lane (Constance), Jason Clarke (Frank Zariakas)"
3158,3081. Notorious,tt0472198,6.7,2018,2h 2m,Notorious,3081. Notorious,https://www.boxofficemojo.com/title/tt0472198/,Notorious (2009),"$44,420,671","$36,843,682","$7,576,485",The Notorious B.I.G.,"Jamal Woolard (Christopher 'Biggie' Wallace), Anthony Mackie (Tupac Shakur), Derek Luke (Sean 'Puffy' Combs), Momo Dione (Record Executive at Party)"
3159,3082. The Damned United,tt1226271,7.5,1h 36m,1h 38m,The Damned United,3082. The Damned United,https://www.boxofficemojo.com/title/tt1226271/,The Damned United (2009),"$4,091,378","$449,865","$3,641,513",Brian Clough,"Colm Meaney (Don Revie), Henry Goodman (Manny Cussins), David Roper (Sam Bolton), Jimmy Reddington (Keith Archer)"
3160,3083. Hannah Montana: The Movie,tt1114677,4.7,R,1h 42m,Hannah Montana: The Movie,3083. Hannah Montana: The Movie,https://www.boxofficemojo.com/title/tt1114677/,Hannah Montana: The Movie (2009),"$155,545,279","$79,576,189","$75,969,090",Peter Chelsom,"Miley Cyrus (Hannah/Miley), Emily Osment (Lilly Truscott), Billy Ray Cyrus (Robby Ray), Jason Earles (Jackson)"
3161,3084. The Boy Who Harnessed the Wind,tt7533152,7.6,2003,1h 53m,The Boy Who Harnessed the Wind,3084. The Boy Who Harnessed the Wind,https://www.boxofficemojo.com/title/tt7533152/,The Boy Who Harnessed the Wind (2019),–,–,–,Chiwetel Ejiofor,"Chiwetel Ejiofor (Trywell Kamkwamba), Maxwell Simba (William Kamkwamba), Felix Lemburo (John Kamkwamba), Robert Agengo (Jeremiah Kamkwamba)"
3162,3085. Guess Who,tt0372237,5.9,1h 27m,1h 45m,Guess Who,3085. Guess Who,https://www.boxofficemojo.com/title/tt0372237/,Guess Who (2005),"$103,121,466","$68,915,888","$34,205,578",Kevin Rodney Sullivan,"Ashton Kutcher (Simon Green), Bernie Mac (Percy Jones), Zoe Saldana (Theresa Jones), Judith Scott (Marilyn Jones)"
3163,3086. Fired Up!,tt1083456,6.1,PG,1h 30m,Fired Up!,3086. Fired Up!,https://www.boxofficemojo.com/title/tt1083456/,Fired Up! (2009),"$18,599,102","$17,231,291","$1,367,811",Will Gluck,"Eric Christian Olsen (Nick Brady), Nicholas D'Agosto (Shawn Colfax), Sarah Roemer (Carly), Molly Sims (Diora)"
